event_id,timestamp_start,timestamp_end,line_id,station_id,robot_id,failure_code,failure_category,downtime_minutes,shift,pieces_lost,day_of_week
4446,2024-06-18T12:13:00,2024-06-18T12:23:18.181787,PaintShop,PS_Oven_01,R025,E03,programming,10.3,morning,3,Tuesday
4447,2024-02-07T05:28:00,2024-02-07T05:58:21.194820,FinalAssembly,FA_Conv_01,R015,E01,mechanical,33.4,night,8,Wednesday
4448,2024-04-13T04:48:00,2024-04-13T05:05:55.858983,FinalAssembly,FA_Station_02,R013,E02,electrical,19.7,night,4,Saturday
4449,2024-03-07T12:55:00,2024-03-07T13:04:37.651587,BodyShop,BS_QC_01,R001,E04,sensor,10.1,morning,2,Thursday
4450,2024-01-22T09:54:00,2024-01-22T09:55:00,FinalAssembly,FA_Station_02,R004,E05,material_supply,1.0,morning,0,Monday
4451,2024-01-02T12:32:00,2024-01-02T13:02:28.242005,FinalAssembly,FA_QC_01,R028,E01,mechanical,30.5,morning,8,Tuesday
4452,2024-01-11T22:32:00,2024-01-11T22:36:42.558929,PaintShop,PS_Prep_01,R029,E01,mechanical,5.2,night,1,Thursday
4453,2024-06-12T13:26:00,2024-06-12T13:28:42.270963,FinalAssembly,FA_Conv_01,R022,E02,electrical,2.7,morning,0,Wednesday
4454,2024-01-26T15:08:00,2024-01-26T15:43:05.358146,FinalAssembly,FA_Station_01,R001,E03,programming,35.1,afternoon,12,Friday
4455,2024-02-13T06:32:00,2024-02-13T06:33:00,FinalAssembly,FA_Conv_01,R004,E02,electrical,1.0,morning,1,Tuesday
4456,2024-06-17T05:08:00,2024-06-17T05:39:41.601138,BodyShop,BS_Weld_02,R018,E01,mechanical,36.6,night,9,Monday
4457,2024-02-14T17:09:00,2024-02-14T17:10:53.651330,PaintShop,PS_Prep_01,R018,E02,electrical,1.9,afternoon,0,Wednesday
4458,2024-03-24T04:33:00,2024-03-24T05:19:53.850359,BodyShop,BS_Trans_01,R020,E03,programming,54.2,night,18,Sunday
4459,2024-03-17T01:00:00,2024-03-17T01:22:57.212820,PaintShop,PS_Prep_01,R002,E04,sensor,25.2,night,8,Sunday
4460,2024-05-21T08:28:00,2024-05-21T08:43:25.172225,FinalAssembly,FA_Conv_01,R008,E02,electrical,15.4,morning,2,Tuesday
4461,2024-01-27T22:07:00,2024-01-27T22:08:00.376913,BodyShop,BS_Trans_01,R022,E01,mechanical,1.2,night,2,Saturday
4462,2024-03-21T06:20:00,2024-03-21T06:40:09.237200,PaintShop,PS_Paint_01,R006,E04,sensor,20.2,morning,10,Thursday
4463,2024-05-15T18:08:00,2024-05-15T18:09:00,BodyShop,BS_QC_01,R010,E01,mechanical,1.1,afternoon,1,Wednesday
4464,2024-06-28T21:23:00,2024-06-28T21:35:40.230158,PaintShop,PS_Prep_01,R020,E04,sensor,12.7,afternoon,4,Friday
4465,2024-05-14T07:01:00,2024-05-14T07:25:30.933791,BodyShop,BS_Weld_01,R028,E01,mechanical,25.7,morning,9,Tuesday
4466,2024-03-17T03:39:00,2024-03-17T03:57:18.705706,PaintShop,PS_Oven_01,R008,E02,electrical,20.1,night,7,Sunday
4467,2024-06-05T10:55:00,2024-06-05T11:43:47.384799,BodyShop,BS_Weld_01,R030,E04,sensor,51.2,morning,18,Wednesday
4468,2024-03-14T15:35:00,2024-03-14T15:41:52.103690,PaintShop,PS_QC_01,R010,E04,sensor,6.9,afternoon,1,Thursday
4469,2024-06-09T04:35:00,2024-06-09T04:43:13.207016,BodyShop,BS_Weld_02,R003,E03,programming,9.5,night,0,Sunday
4470,2024-06-21T17:59:00,2024-06-21T18:05:35.538761,FinalAssembly,FA_Station_01,R001,E02,electrical,6.6,afternoon,1,Friday
4471,2024-03-29T15:58:00,2024-03-29T16:55:55.025132,FinalAssembly,FA_Conv_01,R022,E06,other,57.9,afternoon,19,Friday
4472,2024-04-28T17:37:00,2024-04-28T18:00:56.101966,BodyShop,BS_Weld_02,R004,E01,mechanical,25.1,afternoon,10,Sunday
4473,2024-06-18T19:46:00,2024-06-18T20:02:04.609820,FinalAssembly,FA_QC_01,R009,E05,material_supply,16.1,afternoon,6,Tuesday
4474,2024-03-02T23:25:00,2024-03-02T23:28:21.347806,FinalAssembly,FA_Conv_01,R011,E05,material_supply,3.7,night,0,Saturday
4475,2024-05-21T10:22:00,2024-05-21T10:35:33.079209,PaintShop,PS_Oven_01,R019,E03,programming,13.6,morning,4,Tuesday
4476,2024-06-27T00:34:00,2024-06-27T00:49:17.715465,PaintShop,PS_Paint_01,R019,E05,material_supply,16.8,night,0,Thursday
4477,2024-01-01T13:38:00,2024-01-01T13:56:17.487557,PaintShop,PS_Prep_01,R023,E02,electrical,18.3,morning,6,Monday
4478,2024-02-09T16:38:00,2024-02-09T16:44:56.436856,FinalAssembly,FA_QC_01,R001,E02,electrical,6.9,afternoon,0,Friday
4479,2024-01-13T12:21:00,2024-01-13T12:26:05.620607,PaintShop,PS_QC_01,R008,E01,mechanical,5.1,morning,5,Saturday
4480,2024-03-10T11:28:00,2024-03-10T12:00:30.688902,BodyShop,BS_Weld_01,R013,E02,electrical,34.1,morning,8,Sunday
4481,2024-04-23T13:05:00,2024-04-23T13:33:25.951709,BodyShop,BS_QC_01,R022,E03,programming,29.9,morning,4,Tuesday
4482,2024-03-17T18:57:00,2024-03-17T19:08:47.310998,FinalAssembly,FA_Conv_01,R005,E02,electrical,11.8,afternoon,2,Sunday
4483,2024-06-11T00:32:00,2024-06-11T00:57:32.680206,PaintShop,PS_Paint_01,R016,E04,sensor,28.1,night,10,Tuesday
4484,2024-06-06T19:10:00,2024-06-06T20:01:55.590381,FinalAssembly,FA_QC_01,R010,E02,electrical,51.9,afternoon,17,Thursday
4485,2024-04-27T15:55:00,2024-04-27T15:59:40.507441,BodyShop,BS_Trans_01,R026,E05,material_supply,4.9,afternoon,2,Saturday
4486,2024-01-03T17:18:00,2024-01-03T17:26:57.641321,FinalAssembly,FA_Station_01,R008,E04,sensor,9.0,afternoon,1,Wednesday
4487,2024-03-05T05:13:00,2024-03-05T05:14:00,PaintShop,PS_Prep_01,R025,E01,mechanical,1.1,night,0,Tuesday
4488,2024-01-21T14:45:00,2024-01-21T15:51:13.554114,BodyShop,BS_Trans_01,R004,E04,sensor,69.5,afternoon,22,Sunday
4489,2024-03-28T07:55:00,2024-03-28T08:26:35.767085,PaintShop,PS_Prep_01,R011,E03,programming,31.6,morning,9,Thursday
4490,2024-03-21T14:18:00,2024-03-21T14:24:40.240441,FinalAssembly,FA_Conv_01,R013,E01,mechanical,6.7,afternoon,3,Thursday
4491,2024-05-07T18:51:00,2024-05-07T19:09:24.920734,PaintShop,PS_Prep_01,R006,E02,electrical,18.4,afternoon,5,Tuesday
4492,2024-04-04T14:03:00,2024-04-04T14:12:41.723250,BodyShop,BS_Weld_02,R008,E04,sensor,10.2,afternoon,1,Thursday
4493,2024-06-07T10:43:00,2024-06-07T10:47:20.869393,FinalAssembly,FA_Station_02,R012,E01,mechanical,4.3,morning,2,Friday
4494,2024-02-26T02:20:00,2024-02-26T02:24:34.435176,FinalAssembly,FA_Station_01,R017,E02,electrical,5.0,night,0,Monday
4495,2024-01-12T08:01:00,2024-01-12T08:02:00,BodyShop,BS_QC_01,R013,E01,mechanical,1.1,morning,0,Friday
4496,2024-06-25T19:38:00,2024-06-25T19:48:03.436310,BodyShop,BS_QC_01,R006,E01,mechanical,10.6,afternoon,3,Tuesday
4497,2024-03-16T05:38:00,2024-03-16T05:41:09.460391,BodyShop,BS_Weld_02,R001,E02,electrical,3.6,night,2,Saturday
4498,2024-04-14T14:34:00,2024-04-14T15:12:19.144395,BodyShop,BS_Weld_01,R012,E04,sensor,40.2,afternoon,13,Sunday
4499,2024-05-31T05:57:00,2024-05-31T06:21:21.340120,PaintShop,PS_QC_01,R020,E01,mechanical,26.8,night,8,Friday
4500,2024-01-02T12:14:00,2024-01-02T12:16:23.519360,BodyShop,BS_Trans_01,R025,E01,mechanical,2.5,morning,0,Tuesday
4501,2024-02-25T03:53:00,2024-02-25T04:21:24.216229,BodyShop,BS_Weld_02,R017,E01,mechanical,32.8,night,13,Sunday
4502,2024-05-16T11:00:00,2024-05-16T11:39:03.884992,BodyShop,BS_Weld_02,R002,E02,electrical,41.0,morning,13,Thursday
4503,2024-06-20T18:03:00,2024-06-20T18:08:23.021527,BodyShop,BS_Weld_02,R021,E01,mechanical,5.7,afternoon,1,Thursday
4504,2024-04-05T19:14:00,2024-04-05T19:24:02.062050,PaintShop,PS_QC_01,R003,E03,programming,10.0,afternoon,0,Friday
4505,2024-01-01T01:41:00,2024-01-01T02:30:14.659533,BodyShop,BS_Weld_02,R023,E03,programming,56.9,night,19,Monday
4506,2024-03-28T13:06:00,2024-03-28T13:27:43.465917,PaintShop,PS_Paint_01,R006,E05,material_supply,21.7,morning,6,Thursday
4507,2024-04-06T22:45:00,2024-04-06T23:22:04.803660,FinalAssembly,FA_Station_02,R023,E03,programming,40.8,night,14,Saturday
4508,2024-05-11T23:23:00,2024-05-11T23:31:01.490833,PaintShop,PS_Oven_01,R001,E04,sensor,8.8,night,1,Saturday
4509,2024-05-28T19:51:00,2024-05-28T20:10:44.813615,BodyShop,BS_Weld_02,R001,E02,electrical,20.7,afternoon,6,Tuesday
4510,2024-03-29T23:51:00,2024-03-30T00:00:34.473839,BodyShop,BS_Weld_02,R024,E01,mechanical,11.1,night,0,Friday
4511,2024-04-08T20:40:00,2024-04-08T20:47:45.307593,PaintShop,PS_QC_01,R030,E04,sensor,7.8,afternoon,3,Monday
4512,2024-01-20T09:21:00,2024-01-20T09:22:00,PaintShop,PS_Oven_01,R015,E04,sensor,1.0,morning,0,Saturday
4513,2024-03-03T14:00:00,2024-03-03T14:22:09.681782,FinalAssembly,FA_Conv_01,R020,E02,electrical,22.2,afternoon,9,Sunday
4514,2024-03-31T06:43:00,2024-03-31T06:45:11.611179,FinalAssembly,FA_Conv_01,R030,E01,mechanical,2.2,morning,0,Sunday
4515,2024-04-25T15:27:00,2024-04-25T15:55:36.321801,PaintShop,PS_QC_01,R011,E01,mechanical,28.6,afternoon,11,Thursday
4516,2024-02-15T21:30:00,2024-02-15T22:41:19.644175,FinalAssembly,FA_QC_01,R003,E01,mechanical,71.3,afternoon,26,Thursday
4517,2024-05-27T05:35:00,2024-05-27T06:18:18.150274,BodyShop,BS_Trans_01,R016,E03,programming,50.0,night,14,Monday
4518,2024-04-14T21:04:00,2024-04-14T21:16:41.129785,FinalAssembly,FA_Conv_01,R005,E01,mechanical,12.7,afternoon,3,Sunday
4519,2024-01-18T21:07:00,2024-01-18T21:16:16.915602,PaintShop,PS_QC_01,R021,E03,programming,9.3,afternoon,0,Thursday
4520,2024-04-23T00:24:00,2024-04-23T00:38:09.332828,FinalAssembly,FA_QC_01,R021,E02,electrical,15.6,night,2,Tuesday
4521,2024-03-26T07:08:00,2024-03-26T08:44:53.671549,BodyShop,BS_Weld_02,R022,E03,programming,101.7,morning,36,Tuesday
4522,2024-05-18T11:37:00,2024-05-18T12:21:19.550544,BodyShop,BS_Weld_01,R028,E01,mechanical,46.5,morning,14,Saturday
4523,2024-06-11T16:46:00,2024-06-11T16:57:10.516271,PaintShop,PS_Oven_01,R014,E01,mechanical,11.2,afternoon,0,Tuesday
4524,2024-05-07T02:05:00,2024-05-07T02:16:44.360037,PaintShop,PS_Paint_01,R020,E02,electrical,12.9,night,0,Tuesday
4525,2024-01-06T01:01:00,2024-01-06T02:05:56.024715,FinalAssembly,FA_Station_01,R015,E05,material_supply,71.4,night,21,Saturday
4526,2024-03-03T18:48:00,2024-03-03T18:50:35.804735,FinalAssembly,FA_Station_01,R028,E01,mechanical,2.6,afternoon,0,Sunday
4527,2024-06-27T02:13:00,2024-06-27T02:37:07.800417,BodyShop,BS_Trans_01,R014,E02,electrical,27.9,night,8,Thursday
4528,2024-06-17T20:32:00,2024-06-17T20:33:00,PaintShop,PS_QC_01,R020,E01,mechanical,1.0,afternoon,0,Monday
4529,2024-05-02T17:45:00,2024-05-02T17:54:31.004394,PaintShop,PS_Prep_01,R016,E04,sensor,9.5,afternoon,2,Thursday
4530,2024-02-21T21:31:00,2024-02-21T23:06:43.556747,PaintShop,PS_Oven_01,R019,E01,mechanical,95.7,afternoon,35,Wednesday
4531,2024-03-28T06:58:00,2024-03-28T07:49:48.446235,FinalAssembly,FA_Station_01,R002,E01,mechanical,51.8,morning,16,Thursday
4532,2024-03-11T21:55:00,2024-03-11T22:41:42.568490,BodyShop,BS_QC_01,R026,E02,electrical,49.0,afternoon,15,Monday
4533,2024-06-28T13:25:00,2024-06-28T14:25:32.632622,PaintShop,PS_Paint_01,R014,E02,electrical,60.5,morning,19,Friday
4534,2024-02-26T11:04:00,2024-02-26T13:38:19.576338,BodyShop,BS_QC_01,R006,E06,other,162.0,morning,51,Monday
4535,2024-03-21T11:14:00,2024-03-21T11:21:28.790560,BodyShop,BS_QC_01,R027,E02,electrical,7.9,morning,3,Thursday
4536,2024-04-10T10:59:00,2024-04-10T11:05:43.167056,PaintShop,PS_QC_01,R014,E02,electrical,6.7,morning,2,Wednesday
4537,2024-04-22T16:18:00,2024-04-22T17:17:43.171553,FinalAssembly,FA_QC_01,R006,E01,mechanical,59.7,afternoon,20,Monday
4538,2024-05-27T09:45:00,2024-05-27T10:03:59.286715,PaintShop,PS_Prep_01,R001,E02,electrical,19.0,morning,5,Monday
4539,2024-06-09T04:20:00,2024-06-09T04:36:14.778352,BodyShop,BS_QC_01,R019,E01,mechanical,18.8,night,6,Sunday
4540,2024-05-25T13:20:00,2024-05-25T13:25:17.581355,PaintShop,PS_Oven_01,R028,E01,mechanical,5.3,morning,0,Saturday
4541,2024-06-21T01:55:00,2024-06-21T02:15:07.264235,PaintShop,PS_Paint_01,R025,E02,electrical,22.1,night,5,Friday
4542,2024-04-16T22:31:00,2024-04-16T22:37:37.375251,BodyShop,BS_Weld_02,R024,E02,electrical,7.6,night,0,Tuesday
4543,2024-01-06T19:28:00,2024-01-06T19:44:53.990000,FinalAssembly,FA_Station_01,R009,E04,sensor,16.9,afternoon,6,Saturday
4544,2024-03-09T04:04:00,2024-03-09T04:25:41.115074,BodyShop,BS_Weld_01,R010,E02,electrical,25.0,night,8,Saturday
4545,2024-06-17T11:57:00,2024-06-17T11:59:19.823805,BodyShop,BS_Weld_02,R005,E04,sensor,2.4,morning,0,Monday
4546,2024-03-15T15:29:00,2024-03-15T16:07:35.246244,FinalAssembly,FA_Conv_01,R010,E05,material_supply,38.6,afternoon,13,Friday
4547,2024-05-06T23:36:00,2024-05-06T23:43:11.636630,PaintShop,PS_Paint_01,R012,E01,mechanical,7.9,night,0,Monday
4548,2024-05-13T09:44:00,2024-05-13T10:32:56.514757,FinalAssembly,FA_Conv_01,R015,E01,mechanical,48.9,morning,14,Monday
4549,2024-02-28T20:39:00,2024-02-28T20:42:22.947072,FinalAssembly,FA_Station_01,R003,E02,electrical,3.4,afternoon,0,Wednesday
4550,2024-05-22T21:53:00,2024-05-22T22:23:30.132122,BodyShop,BS_Weld_02,R007,E02,electrical,32.0,afternoon,10,Wednesday
4551,2024-02-09T22:03:00,2024-02-09T23:01:52.051685,FinalAssembly,FA_Station_02,R011,E01,mechanical,64.8,night,18,Friday
4552,2024-04-11T15:25:00,2024-04-11T16:30:34.657438,FinalAssembly,FA_QC_01,R001,E02,electrical,65.6,afternoon,16,Thursday
4553,2024-04-14T20:14:00,2024-04-14T20:32:24.055056,FinalAssembly,FA_Station_01,R028,E05,material_supply,18.4,afternoon,11,Sunday
4554,2024-05-13T13:12:00,2024-05-13T13:41:13.052013,BodyShop,BS_Weld_01,R003,E06,other,30.7,morning,8,Monday
4555,2024-02-08T00:52:00,2024-02-08T00:54:49.557161,BodyShop,BS_Trans_01,R017,E05,material_supply,3.3,night,0,Thursday
4556,2024-02-02T12:52:00,2024-02-02T12:53:52.648749,PaintShop,PS_Paint_01,R007,E06,other,1.9,morning,3,Friday
4557,2024-02-24T13:54:00,2024-02-24T14:32:33.949834,PaintShop,PS_QC_01,R001,E05,material_supply,38.6,morning,11,Saturday
4558,2024-05-10T05:44:00,2024-05-10T06:09:06.777616,FinalAssembly,FA_QC_01,R016,E04,sensor,27.6,night,7,Friday
4559,2024-06-12T02:44:00,2024-06-12T03:37:02.038122,BodyShop,BS_QC_01,R001,E05,material_supply,61.3,night,20,Wednesday
4560,2024-06-12T21:16:00,2024-06-12T21:27:24.158201,FinalAssembly,FA_Station_02,R029,E02,electrical,11.4,afternoon,2,Wednesday
4561,2024-06-02T04:01:00,2024-06-02T04:24:00.254266,FinalAssembly,FA_Station_02,R030,E02,electrical,25.3,night,4,Sunday
4562,2024-05-25T22:53:00,2024-05-25T23:51:42.534084,BodyShop,BS_Weld_01,R028,E01,mechanical,67.8,night,22,Saturday
4563,2024-03-07T19:23:00,2024-03-07T19:40:29.437209,BodyShop,BS_Weld_02,R012,E01,mechanical,18.4,afternoon,6,Thursday
4564,2024-06-16T00:04:00,2024-06-16T00:21:00.347511,BodyShop,BS_Trans_01,R010,E02,electrical,19.6,night,5,Sunday
4565,2024-05-01T11:50:00,2024-05-01T11:54:54.749239,FinalAssembly,FA_Conv_01,R018,E05,material_supply,4.9,morning,4,Wednesday
4566,2024-02-25T16:46:00,2024-02-25T17:23:29.936050,FinalAssembly,FA_Conv_01,R010,E02,electrical,37.5,afternoon,12,Sunday
4567,2024-01-18T01:18:00,2024-01-18T01:56:50.875427,BodyShop,BS_Trans_01,R008,E01,mechanical,44.9,night,10,Thursday
4568,2024-04-13T12:57:00,2024-04-13T13:46:31.666646,FinalAssembly,FA_Station_02,R003,E04,sensor,49.5,morning,18,Saturday
4569,2024-03-25T06:33:00,2024-03-25T07:28:58.619390,FinalAssembly,FA_Conv_01,R009,E03,programming,56.0,morning,18,Monday
4570,2024-02-25T15:19:00,2024-02-25T16:51:50.063697,PaintShop,PS_Oven_01,R012,E03,programming,92.8,afternoon,30,Sunday
4571,2024-02-20T01:39:00,2024-02-20T02:29:41.115965,FinalAssembly,FA_Conv_01,R004,E05,material_supply,55.8,night,21,Tuesday
4572,2024-05-12T10:24:00,2024-05-12T10:43:42.383483,PaintShop,PS_QC_01,R004,E03,programming,19.7,morning,7,Sunday
4573,2024-04-25T17:16:00,2024-04-25T17:17:18.845914,BodyShop,BS_Weld_01,R030,E03,programming,1.4,afternoon,0,Thursday
4574,2024-02-09T14:50:00,2024-02-09T15:16:04.946929,FinalAssembly,FA_Conv_01,R013,E05,material_supply,26.1,afternoon,12,Friday
4575,2024-05-14T22:35:00,2024-05-14T22:52:27.661165,FinalAssembly,FA_Station_01,R016,E04,sensor,19.2,night,3,Tuesday
4576,2024-04-21T02:06:00,2024-04-21T02:14:10.078731,PaintShop,PS_QC_01,R014,E06,other,9.0,night,2,Sunday
4577,2024-05-12T13:07:00,2024-05-12T13:11:19.482714,BodyShop,BS_QC_01,R027,E05,material_supply,4.5,morning,0,Sunday
4578,2024-04-22T11:37:00,2024-04-22T11:59:19.556016,FinalAssembly,FA_Station_01,R022,E01,mechanical,22.3,morning,6,Monday
4579,2024-04-15T02:30:00,2024-04-15T02:53:33.099799,BodyShop,BS_Trans_01,R028,E01,mechanical,27.2,night,8,Monday
4580,2024-05-17T06:23:00,2024-05-17T07:01:27.091902,BodyShop,BS_Trans_01,R012,E03,programming,40.4,morning,11,Friday
4581,2024-01-18T18:22:00,2024-01-18T18:28:46.370584,PaintShop,PS_Oven_01,R015,E04,sensor,6.8,afternoon,2,Thursday
4582,2024-05-19T11:15:00,2024-05-19T11:58:40.220278,PaintShop,PS_Paint_01,R008,E03,programming,43.7,morning,14,Sunday
4583,2024-05-31T16:10:00,2024-05-31T16:39:54.984617,PaintShop,PS_Paint_01,R013,E02,electrical,29.9,afternoon,9,Friday
4584,2024-02-06T03:29:00,2024-02-06T03:49:29.092733,FinalAssembly,FA_QC_01,R011,E03,programming,22.5,night,5,Tuesday
4585,2024-01-18T21:21:00,2024-01-18T21:26:11.295280,FinalAssembly,FA_Station_02,R030,E02,electrical,5.2,afternoon,6,Thursday
4586,2024-05-20T15:38:00,2024-05-20T15:47:54.854714,BodyShop,BS_Weld_01,R027,E05,material_supply,10.4,afternoon,1,Monday
4587,2024-02-21T00:09:00,2024-02-21T00:46:57.647419,FinalAssembly,FA_Station_02,R007,E01,mechanical,41.8,night,11,Wednesday
4588,2024-04-28T05:30:00,2024-04-28T06:15:36.335554,PaintShop,PS_QC_01,R019,E03,programming,50.2,night,17,Sunday
4589,2024-06-14T07:16:00,2024-06-14T07:18:44.013593,PaintShop,PS_Prep_01,R021,E02,electrical,2.7,morning,0,Friday
4590,2024-06-30T01:10:00,2024-06-30T01:12:09.852553,PaintShop,PS_Paint_01,R028,E03,programming,2.4,night,1,Sunday
4591,2024-03-17T13:06:00,2024-03-17T13:31:39.892691,BodyShop,BS_Weld_01,R026,E03,programming,26.9,morning,10,Sunday
4592,2024-02-18T00:34:00,2024-02-18T00:45:16.924018,FinalAssembly,FA_QC_01,R005,E05,material_supply,12.4,night,3,Sunday
4593,2024-01-03T20:29:00,2024-01-03T20:37:27.731152,BodyShop,BS_Weld_02,R016,E04,sensor,8.9,afternoon,0,Wednesday
4594,2024-04-30T14:58:00,2024-04-30T15:08:33.370819,FinalAssembly,FA_Conv_01,R004,E05,material_supply,10.6,afternoon,3,Tuesday
4595,2024-05-08T09:08:00,2024-05-08T09:37:34.987658,PaintShop,PS_Paint_01,R023,E04,sensor,29.6,morning,11,Wednesday
4596,2024-06-16T16:58:00,2024-06-16T18:28:09.932294,PaintShop,PS_Paint_01,R001,E04,sensor,90.2,afternoon,30,Sunday
4597,2024-01-16T00:28:00,2024-01-16T00:35:45.210967,BodyShop,BS_Weld_02,R003,E01,mechanical,9.0,night,1,Tuesday
4598,2024-02-06T22:54:00,2024-02-06T23:22:15.535157,PaintShop,PS_Paint_01,R007,E02,electrical,31.1,night,12,Tuesday
4599,2024-03-15T15:13:00,2024-03-15T15:29:09.342980,FinalAssembly,FA_Conv_01,R012,E04,sensor,16.2,afternoon,2,Friday
4600,2024-05-03T22:42:00,2024-05-03T22:53:33.815706,PaintShop,PS_QC_01,R004,E04,sensor,12.7,night,3,Friday
4601,2024-04-19T03:43:00,2024-04-19T03:44:00,FinalAssembly,FA_QC_01,R004,E02,electrical,1.1,night,1,Friday
4602,2024-06-30T19:27:00,2024-06-30T19:45:37.451863,PaintShop,PS_QC_01,R013,E04,sensor,18.6,afternoon,13,Sunday
4603,2024-04-14T09:02:00,2024-04-14T10:33:16.290635,FinalAssembly,FA_QC_01,R017,E05,material_supply,91.3,morning,28,Sunday
4604,2024-02-19T09:49:00,2024-02-19T10:00:10.680200,PaintShop,PS_Prep_01,R001,E03,programming,11.2,morning,0,Monday
4605,2024-04-03T04:10:00,2024-04-03T04:50:02.918799,PaintShop,PS_Paint_01,R022,E02,electrical,44.1,night,18,Wednesday
4606,2024-04-03T06:49:00,2024-04-03T07:36:56.122402,PaintShop,PS_Paint_01,R023,E01,mechanical,47.9,morning,17,Wednesday
4607,2024-01-23T18:04:00,2024-01-23T18:44:59.290268,PaintShop,PS_Paint_01,R020,E04,sensor,41.0,afternoon,14,Tuesday
4608,2024-04-27T00:23:00,2024-04-27T00:37:17.552633,FinalAssembly,FA_Station_02,R016,E04,sensor,15.7,night,3,Saturday
4609,2024-04-17T01:48:00,2024-04-17T01:56:43.589385,BodyShop,BS_Trans_01,R016,E04,sensor,10.1,night,2,Wednesday
4610,2024-05-30T03:05:00,2024-05-30T03:15:58.773324,PaintShop,PS_Prep_01,R024,E04,sensor,12.1,night,2,Thursday
4611,2024-01-12T02:25:00,2024-01-12T02:32:14.552245,FinalAssembly,FA_Station_01,R014,E01,mechanical,8.0,night,4,Friday
4612,2024-05-09T01:08:00,2024-05-09T01:15:01.138179,PaintShop,PS_Oven_01,R018,E03,programming,7.7,night,3,Thursday
4613,2024-02-23T21:16:00,2024-02-23T21:17:16.067727,PaintShop,PS_Oven_01,R020,E03,programming,1.3,afternoon,0,Friday
4614,2024-05-22T06:14:00,2024-05-22T06:23:42.572722,PaintShop,PS_Oven_01,R017,E03,programming,9.7,morning,4,Wednesday
4615,2024-02-22T11:31:00,2024-02-22T11:38:04.495416,BodyShop,BS_Weld_02,R004,E02,electrical,7.4,morning,2,Thursday
4616,2024-04-13T15:36:00,2024-04-13T15:40:33.264410,BodyShop,BS_Trans_01,R013,E01,mechanical,4.8,afternoon,0,Saturday
4617,2024-06-30T16:59:00,2024-06-30T17:17:48.167379,PaintShop,PS_QC_01,R028,E02,electrical,18.8,afternoon,2,Sunday
4618,2024-03-02T04:01:00,2024-03-02T04:02:00,BodyShop,BS_Weld_01,R016,E04,sensor,1.2,night,1,Saturday
4619,2024-06-17T13:27:00,2024-06-17T13:28:00,PaintShop,PS_Paint_01,R025,E03,programming,1.0,morning,2,Monday
4620,2024-03-20T12:34:00,2024-03-20T12:48:07.745385,PaintShop,PS_Oven_01,R028,E05,material_supply,14.1,morning,3,Wednesday
4621,2024-02-12T23:31:00,2024-02-12T23:46:04.954507,FinalAssembly,FA_Station_01,R010,E01,mechanical,16.6,night,8,Monday
4622,2024-01-09T22:56:00,2024-01-09T23:03:59.281111,FinalAssembly,FA_Station_01,R001,E03,programming,8.8,night,2,Tuesday
4623,2024-06-19T01:05:00,2024-06-19T01:08:14.458210,PaintShop,PS_QC_01,R026,E01,mechanical,3.6,night,0,Wednesday
4624,2024-01-23T18:01:00,2024-01-23T18:15:36.415792,FinalAssembly,FA_Station_02,R009,E01,mechanical,14.6,afternoon,6,Tuesday
4625,2024-02-06T15:56:00,2024-02-06T16:22:01.704398,BodyShop,BS_QC_01,R021,E01,mechanical,27.3,afternoon,13,Tuesday
4626,2024-01-15T20:44:00,2024-01-15T21:03:38.551750,FinalAssembly,FA_Station_01,R008,E02,electrical,19.6,afternoon,6,Monday
4627,2024-04-17T20:58:00,2024-04-17T21:31:39.436154,BodyShop,BS_QC_01,R020,E04,sensor,35.3,afternoon,11,Wednesday
4628,2024-02-21T00:05:00,2024-02-21T00:33:24.018129,BodyShop,BS_Weld_01,R024,E01,mechanical,32.8,night,13,Wednesday
4629,2024-01-14T16:52:00,2024-01-14T17:43:41.976369,FinalAssembly,FA_Station_01,R003,E03,programming,51.7,afternoon,13,Sunday
4630,2024-05-13T03:46:00,2024-05-13T04:22:07.447173,BodyShop,BS_Trans_01,R028,E05,material_supply,41.7,night,9,Monday
4631,2024-01-12T05:33:00,2024-01-12T05:54:50.399541,FinalAssembly,FA_Station_01,R011,E04,sensor,24.0,night,7,Friday
4632,2024-03-12T02:21:00,2024-03-12T02:34:57.506406,FinalAssembly,FA_Station_01,R020,E04,sensor,15.4,night,3,Tuesday
4633,2024-06-08T23:14:00,2024-06-08T23:24:02.134083,BodyShop,BS_Trans_01,R023,E01,mechanical,11.6,night,3,Saturday
4634,2024-04-23T13:27:00,2024-04-23T13:43:18.125113,BodyShop,BS_Weld_02,R025,E02,electrical,17.1,morning,3,Tuesday
4635,2024-02-13T17:58:00,2024-02-13T18:00:45.650809,FinalAssembly,FA_Conv_01,R017,E04,sensor,2.8,afternoon,3,Tuesday
4636,2024-01-22T04:08:00,2024-01-22T04:44:26.867947,FinalAssembly,FA_QC_01,R017,E01,mechanical,40.1,night,13,Monday
4637,2024-05-26T09:49:00,2024-05-26T10:47:56.721631,PaintShop,PS_Oven_01,R025,E03,programming,58.9,morning,20,Sunday
4638,2024-01-01T11:58:00,2024-01-01T12:48:08.499523,FinalAssembly,FA_Station_01,R003,E06,other,50.1,morning,16,Monday
4639,2024-01-23T01:22:00,2024-01-23T01:30:47.534453,FinalAssembly,FA_Station_01,R022,E04,sensor,9.7,night,2,Tuesday
